index, c_real, c_imag 
0, -0.999958640633, -0.000000000000 
1, -0.000013795214, 0.000000000000 
2, 0.009018565225, -0.000000000000 
3, -0.000872455197, 0.000000000000 
4, -0.000004842160, -0.000000000000 
5, 0.000011968990, -0.000000000000 
6, 0.000000860530, 0.000000000000 
7, 0.000002912819, 0.000000000000 
8, -0.000003508511, -0.000000000000 
9, -0.000001830059, -0.000000000000 
10, 0.000002292160, 0.000000000000 
11, 0.000000331237, 0.000000000000 
12, -0.000000612778, -0.000000000000 
13, 0.000000734404, -0.000000000000 
14, -0.000000702606, 0.000000000000 
15, -0.000001087005, 0.000000000000 
16, 0.000001361048, -0.000000000000 
17, 0.000000916373, -0.000000000000 
18, -0.000001433612, 0.000000000000 
19, -0.000000531334, 0.000000000000 
