index, c_real, c_imag 
0, -0.822913360424, -0.000000000000 
1, -0.529817834339, 0.000000000000 
2, -0.199620232332, 0.000000000000 
3, -0.047119463630, -0.000000000000 
4, -0.006126829811, -0.000000000000 
5, -0.000105964276, 0.000000000000 
6, 0.000074367696, 0.000000000000 
7, -0.000004738792, -0.000000000000 
8, -0.000005224851, -0.000000000000 
9, 0.000002876365, 0.000000000000 
10, 0.000002713127, 0.000000000000 
11, -0.000001104087, -0.000000000000 
12, -0.000000812934, -0.000000000000 
13, 0.000001110638, 0.000000000000 
14, -0.000000396132, 0.000000000000 
15, -0.000002030578, -0.000000000000 
16, 0.000000472077, -0.000000000000 
17, 0.000002898015, 0.000000000000 
18, 0.000000336152, 0.000000000000 
19, -0.000003052743, -0.000000000000 
