index, c_real, c_imag 
0, -0.999957183948, -0.000000000000 
1, -0.001717730664, 0.000000000000 
2, 0.009019009389, -0.000000000000 
3, -0.000846149902, 0.000000000000 
4, -0.000007778776, -0.000000000000 
5, 0.000011941600, -0.000000000000 
6, 0.000000896794, 0.000000000000 
7, 0.000002933372, 0.000000000000 
8, -0.000003485288, -0.000000000000 
9, -0.000001859875, -0.000000000000 
10, 0.000002280450, 0.000000000000 
11, 0.000000347575, 0.000000000000 
12, -0.000000615257, -0.000000000000 
13, 0.000000735065, -0.000000000000 
14, -0.000000690852, 0.000000000000 
15, -0.000001100659, 0.000000000000 
16, 0.000001347261, -0.000000000000 
17, 0.000000935964, -0.000000000000 
18, -0.000001423034, 0.000000000000 
19, -0.000000550333, 0.000000000000 
