index, c_real, c_imag 
0, -0.998934394261, 0.000000000000 
1, -0.000332298640, -0.000000000000 
2, 0.045907767679, -0.000000000000 
3, -0.004094604845, 0.000000000000 
4, -0.002177613336, -0.000000000000 
5, 0.000550737405, -0.000000000000 
6, 0.000043750225, 0.000000000000 
7, -0.000039305438, 0.000000000000 
8, 0.000007995475, -0.000000000000 
9, -0.000001878445, -0.000000000000 
10, -0.000001357623, 0.000000000000 
11, 0.000001846765, 0.000000000000 
12, -0.000000899371, -0.000000000000 
13, -0.000000307208, -0.000000000000 
14, 0.000002064533, 0.000000000000 
15, -0.000000548830, 0.000000000000 
16, -0.000002838189, -0.000000000000 
17, 0.000000794263, 0.000000000000 
18, 0.000003209783, 0.000000000000 
19, -0.000000615932, -0.000000000000 
