xgrid, wave10_r, wave10_i waveout10_r, waveout10_i
2.000000000000, -0.005439966759, -0.000000000000, 0.000000000000, 0.000000000000 
2.015625000000, -0.004492313176, -0.000000000000, 0.000000000000, 0.000000000000 
2.031250000000, -0.003696439459, -0.000000000000, 0.000000000000, 0.000000000000 
2.046875000000, -0.003030751493, -0.000000000000, 0.000000000000, 0.000000000000 
2.062500000000, -0.002476184386, -0.000000000000, 0.000000000000, 0.000000000000 
2.078125000000, -0.002016015014, -0.000000000000, 0.000000000000, 0.000000000000 
2.093750000000, -0.001635664966, -0.000000000000, 0.000000000000, 0.000000000000 
2.109375000000, -0.001322500777, -0.000000000000, 0.000000000000, 0.000000000000 
2.125000000000, -0.001065636871, -0.000000000000, 0.000000000000, 0.000000000000 
2.140625000000, 0.016251296678, 0.000000000000, 0.000000000000, 0.000000000000 
2.156250000000, 0.019649752336, 0.000000000000, 0.000000000000, 0.000000000000 
2.171875000000, 0.023672376920, 0.000000000000, 0.000000000000, 0.000000000000 
2.187500000000, 0.028413647387, 0.000000000000, 0.000000000000, 0.000000000000 
2.203125000000, 0.033977878411, 0.000000000000, 0.000000000000, 0.000000000000 
2.218750000000, 0.040479267904, 0.000000000000, 0.000000000000, 0.000000000000 
2.234375000000, 0.048041682852, 0.000000000000, 0.000000000000, 0.000000000000 
2.250000000000, 0.056798125801, 0.000000000000, 0.000000000000, 0.000000000000 
2.265625000000, 0.066889818363, 0.000000000000, 0.000000000000, 0.000000000000 
2.281250000000, 0.078464835637, 0.000000000000, 0.000000000000, 0.000000000000 
2.296875000000, 0.091676225016, 0.000000000000, 0.000000000000, 0.000000000000 
2.312500000000, 0.106679544964, 0.000000000000, 0.000000000000, 0.000000000000 
2.328125000000, 0.123629764659, 0.000000000000, 0.000000000000, 0.000000000000 
2.343750000000, 0.142677474380, 0.000000000000, 0.000000000000, 0.000000000000 
2.359375000000, 0.163964369816, 0.000000000000, 0.000000000000, 0.000000000000 
2.375000000000, 0.187617991529, 0.000000000000, 0.000000000000, 0.000000000000 
2.390625000000, 0.213745723898, 0.000000000000, 0.000000000000, 0.000000000000 
2.406250000000, 0.242428086453, 0.000000000000, 0.000000000000, 0.000000000000 
2.421875000000, 0.273711384261, 0.000000000000, 0.000000000000, 0.000000000000 
2.437500000000, 0.307599823040, 0.000000000000, -0.000225761933, -0.000000000000 
2.453125000000, 0.344047238127, 0.000000000000, -0.000285342174, -0.000000000000 
2.468750000000, 0.382948633566, 0.000000000000, -0.000359375365, -0.000000000000 
2.484375000000, 0.424131777060, 0.000000000000, -0.000451012191, -0.000000000000 
2.500000000000, 0.467349146593, 0.000000000000, -0.000702750417, -0.000000000000 
2.515625000000, 0.512270573126, 0.000000000000, -0.000872474460, -0.000000000000 
2.531250000000, 0.558476968246, 0.000000000000, -0.001079243476, -0.000000000000 
2.546875000000, 0.605455563175, 0.000000000000, -0.001330115211, -0.000000000000 
2.562500000000, 0.652597112851, 0.000000000000, -0.001633238537, -0.000000000000 
2.578125000000, 0.699195532489, 0.000000000000, -0.002434940075, -0.000000000000 
2.593750000000, 0.744450430658, 0.000000000000, -0.002956228245, -0.000000000000 
2.609375000000, 0.787472979063, 0.000000000000, -0.003575368766, -0.000000000000 
2.625000000000, 0.827295511998, 0.000000000000, -0.004307453268, -0.000000000000 
2.640625000000, 0.862885175148, 0.000000000000, -0.005169158990, -0.000000000000 
2.656250000000, 0.893161842597, 0.000000000000, -0.007356023438, -0.000000000000 
2.671875000000, 0.917020391702, 0.000000000000, -0.008722221713, -0.000000000000 
2.687500000000, 0.933357268704, 0.000000000000, -0.010299846892, -0.000000000000 
2.703125000000, 0.941101095663, 0.000000000000, -0.012112418161, -0.000000000000 
2.718750000000, 0.939246865371, 0.000000000000, -0.014184129183, -0.000000000000 
2.734375000000, 0.926893051081, 0.000000000000, -0.016539404708, -0.000000000000 
2.750000000000, 0.903280729594, 0.000000000000, -0.022196048668, -0.000000000000 
2.765625000000, 0.867833588983, 0.000000000000, -0.025541811582, -0.000000000000 
2.781250000000, 0.820197476830, 0.000000000000, -0.029258194065, -0.000000000000 
2.796875000000, 0.760277953728, 0.000000000000, -0.033359964233, -0.000000000000 
2.812500000000, 0.688274163141, 0.000000000000, -0.037856921839, -0.000000000000 
2.828125000000, 0.604707226132, 0.000000000000, -0.042752617899, -0.000000000000 
2.843750000000, 0.510441331120, 0.000000000000, -0.053714953091, -0.000000000000 
2.859375000000, 0.406695727028, 0.000000000000, -0.059744953928, -0.000000000000 
2.875000000000, 0.295045952888, 0.000000000000, -0.066097587183, -0.000000000000 
2.890625000000, 0.177412855741, 0.000000000000, -0.072724279458, -0.000000000000 
2.906250000000, 0.056038264949, 0.000000000000, -0.079562136749, -0.000000000000 
2.921875000000, -0.066553395988, -0.000000000000, -0.086533018287, -0.000000000000 
2.937500000000, -0.187607775367, -0.000000000000, -0.093542917295, -0.000000000000 
2.953125000000, -0.304207169749, -0.000000000000, -0.107223509335, -0.000000000000 
2.968750000000, -0.413349999881, -0.000000000000, -0.113627248402, -0.000000000000 
2.984375000000, -0.512041493173, -0.000000000000, -0.119538330196, -0.000000000000 
3.000000000000, -0.597393188749, -0.000000000000, -0.124790646490, -0.000000000000 
3.015625000000, -0.666728213827, -0.000000000000, -0.129209470423, -0.000000000000 
3.031250000000, -0.717688673323, -0.000000000000, -0.132615096792, -0.000000000000 
3.046875000000, -0.748340986230, -0.000000000000, -0.134827251083, -0.000000000000 
3.062500000000, -0.757274630473, -0.000000000000, -0.135670234526, -0.000000000000 
3.078125000000, -0.743689558294, -0.000000000000, -0.132604201152, -0.000000000000 
3.093750000000, -0.707467547653, -0.000000000000, -0.128421608257, -0.000000000000 
3.109375000000, -0.649222985633, -0.000000000000, -0.122336454461, -0.000000000000 
3.125000000000, -0.570329052058, -0.000000000000, -0.114291718309, -0.000000000000 
3.140625000000, -0.472915988838, -0.000000000000, -0.104274523725, -0.000000000000 
3.156250000000, -0.359839093542, -0.000000000000, -0.092322200599, -0.000000000000 
3.171875000000, -0.234615240988, -0.000000000000, -0.078527414162, -0.000000000000 
3.187500000000, -0.101328076863, -0.000000000000, -0.063042024350, -0.000000000000 
3.203125000000, 0.035496508684, 0.000000000000, -0.027914447348, -0.000000000000 
3.218750000000, 0.171041495146, 0.000000000000, -0.008882345616, -0.000000000000 
3.234375000000, 0.300371789795, 0.000000000000, 0.010626353787, 0.000000000000 
3.250000000000, 0.418623168033, 0.000000000000, 0.030172292589, 0.000000000000 
3.265625000000, 0.521199792450, 0.000000000000, 0.049276862769, 0.000000000000 
3.281250000000, 0.603972023511, 0.000000000000, 0.067434277358, 0.000000000000 
3.296875000000, 0.663465584623, 0.000000000000, 0.084126039257, 0.000000000000 
3.312500000000, 0.697032891517, 0.000000000000, 0.098837501067, 0.000000000000 
3.328125000000, 0.702997548035, 0.000000000000, 0.111076075076, 0.000000000000 
3.343750000000, 0.680763674891, 0.000000000000, 0.126390627738, 0.000000000000 
3.359375000000, 0.630882877846, 0.000000000000, 0.128766473797, 0.000000000000 
3.375000000000, 0.555073254066, 0.000000000000, 0.127306435186, 0.000000000000 
3.390625000000, 0.456186829789, 0.000000000000, 0.121912992342, 0.000000000000 
3.406250000000, 0.338124141793, 0.000000000000, 0.112615444886, 0.000000000000 
3.421875000000, 0.205697218218, 0.000000000000, 0.099578655420, 0.000000000000 
3.437500000000, 0.064444859146, 0.000000000000, 0.083107042707, 0.000000000000 
