itr 	 pos_up 	 pos_down 	         mom_up 	 mom_down 	 ke_up 	 ke_down 	         e_up 	 e_down 	 mass_up 	 mass_down 
550 	 -4.4896537485275134 	 -nan 	  4.000823126648708                             	 -nan 	 8.0281909980456625 	 -nan                             	 8.5305171921157186 	 -nan 	 1                             	 0 
600 	 -3.9895470459658471 	 -nan 	  4.0008965762693389                             	 -nan 	 8.0284955432283631 	 -nan                             	 8.5305172030751031 	 -nan 	 1                             	 0 
650 	 -3.4894242369918058 	 -nan 	  4.0011034942278281                             	 -nan 	 8.0293560675361206 	 -nan                             	 8.5305172339723132 	 -nan 	 1                             	 0 
700 	 -2.9892560829728203 	 -nan 	  4.0016853192861292                             	 -nan 	 8.0317827849052055 	 -nan                             	 8.5305173194412323 	 -nan 	 1                             	 0 
750 	 -2.4889611344653226 	 -nan 	  4.0033021677600846                             	 -nan 	 8.0385440430018207 	 -nan                             	 8.530517541851701 	 -nan 	 1                             	 0 
800 	 -1.9883839781860617 	 0.13087698443425602 	  4.0075989560340828                             	 4.9999464223654293 	 8.0565346458516789 	 12.504348759850044                             	 8.5304013444511266 	 12.41947672839337 	 0.99997000000000003                             	 3.0000000000000001e-05 
850 	 -1.4909655097414192 	 0.16344376703696981 	  4.0163469645128282                             	 4.7562460965590949 	 8.0928788388520072 	 11.317181835633214                             	 8.523728817753252 	 11.217613625196623 	 0.99748000000000003                             	 0.0025200000000000001 
900 	 -1.0298250746446151 	 0.23884572127754347 	  4.0193801521431887                             	 4.5874675178915831 	 8.104023285216174 	 10.529917534111707                             	 8.4592583237359946 	 10.401531895326126 	 0.96331999999999995                             	 0.036679999999999997 
950 	 -0.67568457878727695 	 0.33984621838057932 	  3.9882388716149118                             	 4.4383458490439569 	 7.974282223322894 	 9.8597454670941094                             	 8.2456525420229045 	 9.6948982705525975 	 0.80349999999999999                             	 0.19650000000000001 
1000 	 -0.43510093884187273 	 0.51097426984153427 	  3.91711490539398                             	 4.3295820414069812 	 7.6882848253054066 	 9.3868826553725473                             	 7.898828949430154 	 9.166241806498137 	 0.50175999999999998                             	 0.49824000000000002 
1050 	 -0.19371384186473981 	 0.78457138311355723 	  3.8431591771711746                             	 4.2652829499866742 	 7.4016355098257227 	 9.1154543059667326                             	 7.5861766898720902 	 8.8206653392777223 	 0.23529                             	 0.76471 
1100 	 0.28890031888631396 	 1.1673631140712954 	  3.8315981129996266                             	 4.2392504871064531 	 7.3666915335875292 	 9.0086878249145084                             	 7.5952474194282438 	 8.637032456129603 	 0.10259                             	 0.89741000000000004 
1150 	 1.1044565545116443 	 1.6351082787641731 	  3.8986659581368337                             	 4.2363450942345846 	 7.6316044275137944 	 8.9976354189353653                             	 7.9859629453243803 	 8.5649570853653785 	 0.060130000000000003                             	 0.93986999999999998 
1200 	 1.8075246089362529 	 2.1484502507709786 	  3.9379002332599446                             	 4.2411402055801677 	 7.7817574159766805 	 9.0172670011328311                             	 8.2230146153275374 	 8.5468397062406254 	 0.051569999999999998                             	 0.94843 
1250 	 2.3631425902208014 	 2.6749466420390062 	  3.945917343375434                             	 4.2447445812997913 	 7.8117846369308301 	 9.0317591687015497                             	 8.2905508856458709 	 8.542744575316874 	 0.049979999999999997                             	 0.95001999999999998 
1300 	 2.8664326299450273 	 3.2050765821954763 	  3.9449949927450931                             	 4.2466377339794148 	 7.8083019735690744 	 9.039281155271043                             	 8.3009505171997997 	 8.5421468117637414 	 0.049779999999999998                             	 0.95021999999999995 
1350 	 3.3636980482919427 	 3.735717110135039 	  3.9444782442484154                             	 4.2474068730704957 	 7.8063773989455614 	 9.0423209331873213                             	 8.305050685018788 	 8.5419146294128048 	 0.049709999999999997                             	 0.95028999999999997 
1400 	 3.8567135089528009 	 4.2666667379945489 	  3.9438589559382278                             	 4.2477358666803182 	 7.8041189407154059 	 9.0436105947844165                             	 8.3050506272120028 	 8.5419146677238018 	 0.049709999999999997                             	 0.95028999999999997 
1450 	 4.3496775857040531 	 4.7976428856175364 	  3.9436037477271757                             	 4.2478625136928647 	 7.8031927047472838 	 9.0441051326297188                             	 8.3050506026534681 	 8.5419146829093542 	 0.049709999999999997                             	 0.95028999999999997 
1500 	 4.8426205697176634 	 5.3286292011163114 	  3.9434993938987111                             	 4.2479108679494466 	 7.8028154362228017 	 9.0442933063638336                             	 8.3050505924997218 	 8.5419146887752042 	 0.049709999999999997                             	 0.95028999999999997 
1550 	 5.3355549412243315 	 5.8596193926528022 	  3.9434568354003141                             	 4.2479292752590752 	 7.8026620916576768 	 9.0443647145145789                             	 8.3050505883545167 	 8.5419146910118204 	 0.049709999999999997                             	 0.95028999999999997 
1600 	 5.8284858007422589 	 6.390611059442584 	  3.9434394776994899                             	 4.2479362824088316 	 7.8025997429479164 	 9.0443918156900747                             	 8.305050586670534 	 8.5419146918602422 	 0.049709999999999997                             	 0.95028999999999997 
1650 	 6.3214152271399255 	 6.9216032881258931 	  3.9434323884970603                             	 4.2479389538165844 	 7.8025743543290282 	 9.0444021172229316                             	 8.3050505859872263 	 8.5419146921815479 	 0.049709999999999997                             	 0.95028999999999997 
1700 	 6.8143440677439369 	 7.4525957312159168 	  3.9434294873177844                             	 4.2479399745114508 	 7.8025639946620196 	 9.0444060417192222                             	 8.3050505857096599 	 8.541914692303326 	 0.049709999999999997                             	 0.95028999999999997 
1750 	 7.3072726683862959 	 7.9835882563127347 	  3.9434282973023751                             	 4.2479403654865777 	 7.8025597576286039 	 9.0444075406048707                             	 8.3050505855967529 	 8.5419146923497014 	 0.049709999999999997                             	 0.95028999999999997 
1800 	 7.8002011704984131 	 8.5145808128573623 	  3.9434278079831984                             	 4.2479405156489394 	 7.8025580204624223 	 9.0444081146081636                             	 8.3050505855506849 	 8.5419146923672429 	 0.049709999999999997                             	 0.95028999999999997 
1850 	 8.2931296320527839 	 9.0455733814936679 	  3.9434276062756428                             	 4.2479405734794904 	 7.8025573064431102 	 9.0444083350258673                             	 8.3050505855318644 	 8.5419146923740659 	 0.049709999999999997                             	 0.95028999999999997 
1900 	 8.7860580768703329 	 9.5765659547922706 	  3.9434275229160165                             	 4.2479405958123833 	 7.8025570122177728 	 9.0444084198992805                             	 8.3050505855241443 	 8.5419146923765101 	 0.049709999999999997                             	 0.95028999999999997 
1950 	 9.278986514763444 	 10.107558529893538 	  3.9434274883778704                             	 4.2479406044605001 	 7.802556890667093 	 9.0444084526706643                             	 8.3050505855210002 	 8.5419146923775937 	 0.049709999999999997                             	 0.95028999999999997 
