itr 	 pos_up 	 pos_down 	         mom_up 	 mom_down 	 ke_up 	 ke_down 	         e_up 	 e_down 	 mass_up 	 mass_down 
550 	 -4.4896551766952308 	 -nan 	  4.0008113711124871                             	 -nan 	 8.0281424846676774 	 -nan                             	 8.7351301911642256 	 -nan 	 1                             	 0 
600 	 -3.989551047876621 	 -nan 	  4.000863535352976                             	 -nan 	 8.0283587671141028 	 -nan                             	 8.7351301989312233 	 -nan 	 1                             	 0 
650 	 -3.4894354871939779 	 -nan 	  4.0010103074496977                             	 -nan 	 8.0289690961953841 	 -nan                             	 8.7351302207036845 	 -nan 	 1                             	 0 
700 	 -2.9892878224465864 	 -nan 	  4.0014214404945543                             	 -nan 	 8.0306833143632801 	 -nan                             	 8.735130279862112 	 -nan 	 1                             	 0 
750 	 -2.4890510726613146 	 -nan 	  4.0025507589408358                             	 -nan 	 8.0354009042579211 	 -nan                             	 8.7351304252826214 	 -nan 	 1                             	 0 
800 	 -1.9885767824543548 	 -nan 	  4.0054729117605516                             	 -nan 	 8.0476038350129375 	 -nan                             	 8.735130690903965 	 -nan 	 1                             	 0 
850 	 -1.4877276007543658 	 0.15153211188155424 	  4.0119303690265786                             	 4.8856221982452626 	 8.074414225039332 	 11.938983196778906                             	 8.7348072977348004 	 11.431040140270962 	 0.99987999999999999                             	 0.00012 
900 	 -0.98821608967604713 	 0.23986342588018278 	  4.021942072430619                             	 4.7233965732355578 	 8.1153046491194303 	 11.160721070264104                             	 8.7306764561782053 	 10.642154753726082 	 0.99766999999999995                             	 0.00233 
950 	 -0.49079967389605955 	 0.36739785124848284 	  4.0315037007059447                             	 4.5759993824842056 	 8.1531031298914929 	 10.478881510134396                             	 8.7219572988421525 	 9.9426607991594338 	 0.98921000000000003                             	 0.010789999999999999 
1000 	 0.0099480339949142276 	 0.55255238879445867 	  4.0350809295502135                             	 4.4678307354342186 	 8.1654404797388498 	 9.9928709602276324                             	 8.7169060833369834 	 9.4326028634783992 	 0.97453999999999996                             	 0.02546 
1050 	 0.51696241323601289 	 0.85711676330637321 	  4.0308440431277637                             	 4.4028985131693084 	 8.1463190172099171 	 9.7092444553664095                             	 8.7206705685837509 	 9.1120470574275743 	 0.96306000000000003                             	 0.036940000000000001 
1100 	 1.024464833207648 	 1.2636090113380885 	  4.0215689031227964                             	 4.371722962966877 	 8.1083072494112081 	 9.5765587333042568                             	 8.7260408918854857 	 8.9399708720893241 	 0.95752000000000004                             	 0.042479999999999997 
1150 	 1.5284521097395718 	 1.7596180284318512 	  4.0122193190259496                             	 4.3659533646268729 	 8.0713311676698023 	 9.5527995378890846                             	 8.7283193763118128 	 8.8831863846559109 	 0.95603000000000005                             	 0.043970000000000002 
1200 	 2.030074695561817 	 2.2922793143693072 	  4.0057784856469389                             	 4.3675175616875164 	 8.0464476787643875 	 9.5595030264759782                             	 8.7289036605452868 	 8.8695211131408787 	 0.95572999999999997                             	 0.044269999999999997 
1250 	 2.5307325618451988 	 2.8339293016864922 	  4.0022610067194444                             	 4.3689154293247006 	 8.0330906927956498 	 9.5653288031938732                             	 8.7290829815726916 	 8.8653999785797328 	 0.95565                             	 0.044350000000000001 
1300 	 3.0309231932347682 	 3.3794495165845468 	  4.0005723489949254                             	 4.3698119156483468 	 8.0267613675696268 	 9.5690211273350361                             	 8.729112500376262 	 8.8647308539080392 	 0.95564000000000004                             	 0.044359999999999997 
1350 	 3.5309413963151974 	 3.9257071443811449 	  3.9998232006421599                             	 4.3702431892265716 	 8.023981739609189 	 9.5707769661024162                             	 8.729112436895873 	 8.8647309038066577 	 0.95564000000000004                             	 0.044359999999999997 
1400 	 4.0308966178256878 	 4.4719995059539146 	  3.9995060331883066                             	 4.3704080990617857 	 8.0228141016503791 	 9.5714452396232339                             	 8.7291124075620381 	 8.8647309247332071 	 0.95564000000000004                             	 0.044359999999999997 
1450 	 4.5308254688128988 	 5.0183049880712947 	  3.9993748208895705                             	 4.3704695806190035 	 8.0223340224298383 	 9.5716935409585489                             	 8.7291123948989053 	 8.864730932878544 	 0.95564000000000004                             	 0.044359999999999997 
1500 	 5.0307434727608333 	 5.5646153352839027 	  3.9993211712825274                             	 4.3704922532032278 	 8.022138710888143 	 9.571784853412721                             	 8.7291123896261293 	 8.8647309359302273 	 0.95564000000000004                             	 0.044359999999999997 
1550 	 5.5306570525936394 	 6.1109274732260479 	  3.9992993403580894                             	 4.3705005846941516 	 8.0220595762803804 	 9.5718183244283477                             	 8.7291123874711829 	 8.8647309370549063 	 0.95564000000000004                             	 0.044359999999999997 
1600 	 6.0305688332799701 	 6.6572402690410941 	  3.9992904648810876                             	 4.3705036457021347 	 8.0220275291786916 	 9.5718305927422502                             	 8.7291123865976896 	 8.8647309374669536 	 0.95564000000000004                             	 0.044359999999999997 
1650 	 6.530479882237632 	 7.203553306667744 	  3.9992868523097518                             	 4.3705047717175507 	 8.0220145334129427 	 9.5718350953951141                             	 8.7291123862447915 	 8.8647309376177645 	 0.95564000000000004                             	 0.044359999999999997 
1700 	 7.0303906330998265 	 7.7498664333118086 	  3.9992853786685734                             	 4.370505186685322 	 8.0220092513188472 	 9.5718367510134925                             	 8.7291123861018605 	 8.8647309376730092 	 0.95564000000000004                             	 0.044359999999999997 
1750 	 7.5303012622269483 	 8.2961795927889579 	  3.9992847759221104                             	 4.3705053399252032 	 8.0220070985578769 	 9.5718373610461001                             	 8.7291123860440365 	 8.8647309376932917 	 0.95564000000000004                             	 0.044359999999999997 
1800 	 8.0302118415007477 	 8.842492764401495 	  3.9992845286647962                             	 4.3705053966339369 	 8.0220062185953509 	 9.5718375863030332                             	 8.7291123860205566 	 8.8647309377007453 	 0.95564000000000004                             	 0.044359999999999997 
1850 	 8.5301224002972003 	 9.3888059405088988 	  3.9992844269265797                             	 4.3705054176646838 	 8.0220058578047038 	 9.5718376696598835                             	 8.729112386011062 	 8.8647309377034951 	 0.95564000000000004                             	 0.044359999999999997 
1900 	 9.0300329506568371 	 9.9351191182847778 	  3.999284384935216                             	 4.3705054254806308 	 8.0220057094199486 	 9.5718377005726101                             	 8.7291123860071504 	 8.8647309377045076 	 0.95564000000000004                             	 0.044359999999999997 
1950 	 9.5299434975296311 	 10.481432296681232 	  3.9992843675497198                             	 4.3705054283914837 	 8.0220056482026134 	 9.5718377120609386                             	 8.7291123860055073 	 8.8647309377048824 	 0.95564000000000004                             	 0.044359999999999997 
